# 2018-07-11 11:18:52.008000 : Beginning an experiment with subject number 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13129,undefined,undefined,undefined,undefined,black,no,legacy,legacy,legacy,0,317621,relative,undefined,undefined,0,5,5,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5,5,0,0,5,b,14,undefined,1381,825,yes,7/11/2018 11:18,NA,Executes Python code,yes,,yes,bta_beta.osexp,C:/Users/z.lab1/Desktop/Final,"[321425, 321431, 321671, 321897, 322123, 322349, 322604, 322861, 323110, 323366, 323609, 323834, 324058, 324284, 324516, 324773, 325033, 325287, 325551, 325774, 325995, 326217, 326438, 326670, 326924, 327185, 327437, 327691, 327917, 328143, 328372, 328603, 328854, 329118, 329386, 329651, 329908, 330134, 330364, 330595, 330835, 331098, 331361, 331630, 331891, 332120, 332349, 332579, 332805, 333059, 333327, 333593, 333863, 334087, 334316, 334549]",0,NA,no,serif,no,18,no,white,no,no,1080,14,14,legacy,5,5,0,C:/Users/z.lab1/Desktop/Final/subject-148.csv,legacy,Kafkaesque Koffka,3.2.4,5b2998ae04fe52000ecbb503,right,0,"(1810, 442)",tortilla,yes,no,no,"0,0",0,1,1,NA,44272,44272,NA,2,legacy,1024,2,44100,-16,NA,experiment,148,even,droid,"[7432.0, 7695.0, 7964.0, 8228.0, 8485.0, 8711.0, 8943.0, 9172.0, 9412.0, 9677.0, 9938.0, 10207.0, 10469.0, 10698.0, 10928.0, 11157.0, 11383.0]",179532,316612,317612,NA,215271,NA,NA,NA,NA,NA,2656,63958,64472,80754,64472,132428,2635,NA,155892,321420,316611,46932,2634,334772,BTA (Zapotec RC script),0,0,0,no,321425,no,1920,"[1004, 1029, 1061, 1126, 1206, 1263, 1318, 1384, 1483, 1582, 1645, 1698, 1740, 1768, 1787, 1804, 1815]","[892, 870, 845, 798, 733, 693, 654, 611, 545, 476, 411, 346, 272, 204, 156, 119, 102]"
# 2018-07-11 11:24:26.147000> starting trial 6 with item-cond 4-h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:28.928000> starting sentence audio 6 with item-cond 4-h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:28.938000 : Third practice trial at time 339131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11644,undefined,undefined,undefined,undefined,black,no,legacy,legacy,legacy,0,336350,relative,undefined,undefined,0,6,6,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,6,0,0,6,h,4,undefined,1381,825,yes,7/11/2018 11:18,NA,Executes Python code,yes,,yes,bta_beta.osexp,C:/Users/z.lab1/Desktop/Final,"[339116, 339122, 339348, 339562, 339782, 340024, 340262, 340503, 340734, 340980, 341192, 341403, 341617, 341830, 342045, 342283, 342518, 342759, 342988, 343232, 343441, 343650, 343860, 344069, 344289, 344527, 344763, 344993, 345231, 345478, 345686, 345896, 346109, 346321, 346542, 346785, 347030, 347279, 347534, 347751, 347967, 348186, 348405, 348632, 348880, 349129, 349386, 349640, 349863, 350082, 350300, 350518, 350755]",0,NA,no,serif,no,18,no,white,no,no,1080,4,4,legacy,6,6,0,C:/Users/z.lab1/Desktop/Final/subject-148.csv,legacy,Kafkaesque Koffka,3.2.4,5b2998ae04fe52000ecbb503,left,0,"(82, 464)",flower,yes,no,no,"0,0",0,1,1,NA,44272,44272,NA,2,legacy,1024,2,44100,-16,NA,experiment,148,even,droid,"[6995.0, 7208.0, 7428.0, 7671.0, 7916.0, 8166.0, 8421.0, 8638.0, 8854.0, 9072.0, 9291.0, 9518.0, 9767.0, 10016.0, 10273.0, 10526.0]",179532,335340,336341,NA,215271,NA,NA,NA,NA,NA,2656,63958,64472,80754,64472,132428,2635,NA,155892,339111,335339,46932,2634,350996,BTA (Zapotec RC script),0,0,0,no,339116,no,1920,"[893, 836, 786, 728, 646, 556, 470, 407, 345, 278, 221, 160, 125, 106, 99, 97]","[898, 859, 819, 776, 699, 608, 524, 461, 402, 339, 272, 205, 147, 116, 98, 95]"
# 2018-07-11 11:24:42.405000> starting trial 7 with item-cond 18-f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:45.188000> starting sentence audio 7 with item-cond 18-f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:45.199000 : Third practice trial at time 355393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15372,undefined,undefined,undefined,undefined,black,no,legacy,legacy,legacy,0,352607,relative,undefined,undefined,0,7,7,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,7,7,0,0,7,f,18,undefined,1381,825,yes,7/11/2018 11:18,NA,Executes Python code,yes,,yes,bta_beta.osexp,C:/Users/z.lab1/Desktop/Final,"[355376, 355382, 355609, 355822, 356054, 356300, 356538, 356776, 357030, 357251, 357464, 357678, 357892, 358112, 358359, 358606, 358851, 359103, 359329, 359548, 359767, 359986, 360212, 360456, 360705, 360957, 361214, 361442, 361659, 361875, 362098, 362333, 362591, 362852, 363113, 363373, 363594, 363817, 364039, 364262, 364500, 364758, 365019, 365279, 365538, 365763, 365987, 366211, 366433, 366673, 366930, 367190, 367461, 367687, 367911, 368132, 368354, 368588, 368844, 369103, 369369, 369593, 369811, 370030, 370249, 370482, 370744]",0,NA,no,serif,no,18,no,white,no,no,1080,18,18,legacy,7,7,0,C:/Users/z.lab1/Desktop/Final/subject-148.csv,legacy,Kafkaesque Koffka,3.2.4,5b2998ae04fe52000ecbb503,left,0,"(88, 445)",tortilla,yes,no,no,"0,0",0,1,1,NA,44272,44272,NA,2,legacy,1024,2,44100,-16,NA,experiment,148,even,droid,"[6959.0, 7218.0, 7478.0, 7741.0, 8000.0, 8221.0, 8443.0, 8665.0, 8888.0, 9127.0, 9384.0, 9645.0, 9905.0, 10165.0, 10389.0]",179532,351599,352599,NA,215271,NA,NA,NA,NA,NA,2656,63958,64472,80754,64472,132428,2635,NA,155892,355371,351598,46932,2634,370996,BTA (Zapotec RC script),0,0,0,no,355376,no,1920,"[816, 706, 601, 506, 432, 384, 344, 306, 278, 247, 197, 138, 104, 87, 81]","[839, 767, 697, 618, 535, 482, 430, 377, 330, 275, 208, 150, 119, 100, 90]"
# 2018-07-11 11:25:09.638000> starting trial 8 with item-cond 24-d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
